"Routing_plan","FRRR_id_rgt","FRRR_AA","FRRR_AAs","FRRR_OvC","FRRR_TrC","FRRR_SlC","FRRR_RP","FRRR_AL","FRRR_WT","FRRR_RD","FRRR_RCD","FRRR_Ovt","FRRR_OvWt","FRRR_RV","FRRR_SNA","FRRR_RAA","FRRR_RSAA","FRRR_RSLA","FRRR_TRAS","SRRR_id_rgt","SRRR_AA","SRRR_AAs","SRRR_OvC","SRRR_TrC","SRRR_SlC","SRRR_RP","SRRR_AL","SRRR_WT","SRRR_RD","SRRR_RCD","SRRR_Ovt","SRRR_OvWt","SRRR_RV","SRRR_SNA","SRRR_RAA","SRRR_RSAA","SRRR_RSLA","SRRR_TRAS"
"Automatic Bulk AM","1758661","10","0.972602739726027","0","22.5862068965517","0","42000","0.836317037037037","583.833333333333","0.625620655412115","0.324151920134332","16.4285714285714","0.0289672544080605","33698.8","Inf","0.765249537892791","0.961538461538462","0.164762239449612","0.000461286090940954","1945011","8","0.973290598290598","0","24.5983436853002","0","41250","0.820748193421496","571.65","0.61851280559797","0.31271709164412","17.7","0.0269353873077277","35350.7266665","Inf","0.756081285485674","0.965716781308003","0.180203992174658","0.00486865502686816"
"Manual - Internal - Install and Service","1615954","82","1","1.74731182795699","7.52380952380952","54.8557692307692","1098750","0.96640967940388","557.5","0.844804187669639","0.666675275213992","16.325","0.0296127562642369","1064471.549","0","0.887426900584795","1","0.166816566048385","0.000654415368370951","1959751","13.5","1","0","2.45833333333333","0","54000","0.879562004360411","1412","0.975493037041943","0.932339262870314","0","0","48526.56","0","0.975493037041943","1","0.120437995639589","0.0123937677053824"
"Manual - Int/Ext - Install and Service","1827916","164","0.996289412088669","1.23659488365371","8.2246601095903","64.07233436853","1264256.25","0.951839652451994","547.805555555556","0.8475764580596","0.705259143443408","6.23958333333333","0.0114226726206525","1188838.168967","Inf","0.883979619254602","0.99857551382725","0.191834414501762","0.000425267283160589","1953037.5","166.5","1","1.9451871657754","8.77146576412393","80.9808971447112","900750","0.95096025063411","554.845833333333","0.843481086305963","0.684449549162493","7.28571428571429","0.01265434035055","835983.6355","0","0.877762955653643","1","0.196749224731953","0.00338483280496011"
"Manual Bulk AM Step 1 – Internal","1506966.5","10","1","0","25.5584415584416","0","60000","0.873697185190476","606.657142857143","0.587233742550431","0.317498321157372","18","0.0316353308917866","46183.88","0","0.748840779978505","1","0.134624870865315","0.000489623429009989","1945945.5","24","0.763975155279503","0","18.5","0","157500","0.691638878073625","544.166666666667","0.736220797351789","0.438558523552025","10.7222222222222","0.0227487034417727","142512.0866665","Inf","0.821796625626995","0.514575741801145","0.308361121926375","0.0765696784073507"
"Automatic Bulk AM ","1758672","15","1","0.9","25.5789473684211","0","60000","0.814746412704762","558.75","0.634209023415191","0.283101326130722","14","0.0252707581227437","45833.68","0","0.75717017208413","1","0.201602105263158","0.00785110056575704","1945098","6","1","0","21.5","0","27000","0.88250172837037","486.666666666667","0.552959501557632","0.307143997850844","0","0","23850.64","0","0.746431570109152","1","0.11749827162963","0.0640916808149406"
"Automatic Bulk Am","1783307.5","5","1","0","23.875","0","25500","0.859578783301659","621.5","0.596110227157318","0.351712248089704","25.5","0.0404403810060532","21511.8666665","0","0.771862849063273","1","0.140421216698341","0.00894214432620942","1937613","4.5","0.916666666666667","1.75","26.625","0","24750","0.89462655228799","619","0.489835870450417","0.326442548498604","0","0","22136.16","Inf","0.718018722944332","0.904761904761905","0.112665114378676","0.0961227786752827"
"Manual Bulk Step 1 – Internal","1662062","55","0.924528301886792","0.0983606557377049","22.36","0","91500","0.635100952380952","509","0.659203102961918","0.298911696840976","28.3636363636364","0.0572284145732823","62793.8","Inf","0.744052942228582","0.607843137254902","0.38640431372549","0.0148602666099549","1945270","62","0.939393939393939","0.725806451612903","28.3709677419355","0","93000","0.531931182795699","557.916666666667","0.663928304705004","0.303778508812232","28.5833333333333","0.0512322628827483","49469.6","Inf","0.716473243068988","0.607843137254902","0.480165591397849","0.262733383121733"
