"Routing_plan","FRRR_id_rgt","FRRR_AA","FRRR_AAs","FRRR_OvC","FRRR_TrC","FRRR_SlC","FRRR_RP","FRRR_AL","FRRR_WT","FRRR_RD","FRRR_RCD","FRRR_Ovt","FRRR_OvWt","FRRR_RV","FRRR_SNA","FRRR_RAA","FRRR_RSAA","FRRR_RSLA","FRRR_TRAS","SRRR_id_rgt","SRRR_AA","SRRR_AAs","SRRR_OvC","SRRR_TrC","SRRR_SlC","SRRR_RP","SRRR_AL","SRRR_WT","SRRR_RD","SRRR_RCD","SRRR_Ovt","SRRR_OvWt","SRRR_RV","SRRR_SNA","SRRR_RAA","SRRR_RSAA","SRRR_RSLA","SRRR_TRAS"
"FSSwk2/wk4/90/0/60/20n","1883061","48","1","0","5.74468085106383","0","150000","0.899991042616438","612.1875","0.123","0.0560403019411276","33.7647058823529","0.0548809637632661","131893.043333","0","0.815321477428181","1","0.100008957383562","0.00374129045291794","1976077.5","43","1","0","5.975","0","135750","0.851427817956809","613.605263157895","0.129021492771","0.0470329370702058","29.6052631578947","0.0483852195210817","116584.2466665","0","0.809839434973169","1","0.148572182043191","0.0048912011209601"
"90/10/180/Specialty/15t","1879872","27.5","1","10.8928571428571","8.78896103896104","0","61500","0.898641581306377","565.763888888889","0.152016393229223","0.072661419812959","45.1041666666667","0.0797347490464764","54995.0699165","0","0.749587912087912","1","0.161141027389275","0.0135150671668885","1993998","28","1","0","7.81481481481481","0","49500","0.8934403074","606.875","0.148506694129763","0.086166317575719","16.875","0.0278063851699279","43944.967","0","0.758747697974217","1","0.112222888888889","0.00966411742265981"
"60/10/180/Specialty/15v","1889445.5","214.5","1","0.474197608558842","12.7822658985655","0","1014750","0.907395308365004","605.826561636263","0.216274415423687","0.0716595882252004","92.3245656961096","0.152847041793199","915491.3945","0","0.751826884701164","1","0.0939425601157212","0.0120275662492786","1970570","190","1","0.0714285714285714","12.6989247311828","0","958500","0.904311970633694","604.753846153846","0.210733016827819","0.0727699680286699","87.4528301886792","0.145808942189033","867130.231167","0","0.757600851768603","1","0.103227353271028","0.00754256861124481"
"75/10/60/1-3/10n","1889504.5","137","0.97138669998078","0.370211076556607","23.9173973937401","0","1189500","0.947487193631373","594.765384615385","0.648091718173246","0.0964062020333651","31.4625","0.0526111840517444","1133589.39525","Inf","0.737900950324698","0.951633029726336","0.0557408143198705","0.0386587591303534","1976368","135.5","0.978316459659743","0.419765166340509","21.6440476190476","0","1116750","0.945432505540813","587.74","0.600089380838166","0.0928334985994857","29.0277777777778","0.0491078906949743","1057680.5694165","Inf","0.731209561382646","0.961093305737796","0.0563477088954237","0.0352495591086617"
"65/20/120/1-2/10","1889483.5","140.5","0.954276729559748","0.114209726443769","21.3357142857143","0","2589000","0.970714690068217","613.613272311213","0.618681760676772","0.082054382651862","81","0.132459598004597","2516754.9735835","Inf","0.746581602404053","0.966656333570023","0.0293633501442693","0.0345159275858122","1952035","125.5","0.956865542049119","0.410380660097992","20.4536646494285","0","1943250","0.970251513316396","614","0.551349079252389","0.0852912284181608","71.5586956521739","0.116119335862226","1885383.305","Inf","0.742917811729541","0.959454396440698","0.0312724027175756","0.030925739232832"
"FSSwk2/wk4/90/0/60/20ad","1877109.5","50","0.831608005521049","0","10.5875","0","83250","0.564332772226429","589.2","0.156199411513944","0.040219751509537","106.841666666667","0.182383126472347","45278.5575","Inf","0.753501811931079","0.910385338345865","0.435667227773571","0.00816668707631504","1988063.5","55.5","0.835034013605442","0","8.31309109009457","0","96750","0.640260747190476","586.195652173913","0.158354810254619","0.0394909454343618","95.9703557312253","0.165096293064123","48685.9258335","Inf","0.799188613219907","0.863911901394221","0.359739252809524","0.00461634591456006"
"70/20/120/1-5/10","1877205.5","143.5","0.792373905164603","0.421911421911422","20.1342119419042","0","1328250","0.928816124380775","628.999288762447","0.400952920558796","0.0568922390769919","147.434584178499","0.23685182226636","1242346.97075","Inf","0.740429524146377","0.684646743153829","0.0719818315940682","0.0236196136004601","1988199","146.5","0.84504500931911","1.5400905506061","19.5613814317673","0","1308750","0.933125587891015","628.676785714286","0.410744047980178","0.0649296159626528","122.114473684211","0.194200380535424","1230395.3998335","Inf","0.750152623197609","0.780963085774025","0.0705466380527447","0.0226169226429386"
"FSSwk2/wk4/90/0/60/20am","1883352","163","0.783653846153846","0.184049079754601","12.6441717791411","0","609000","0.831533668004819","601.155172413793","0.20202483723865","0.054764607538352","91.3958333333333","0.149762741952002","517629.708333","Inf","0.773640856672158","0.888402625820569","0.178104886212048","0.00858793077013405","2005649","159","0.78448275862069","0","12.4150943396226","0","384000","0.721741248283951","599","0.186199473810093","0.0502847834386796","73.2142857142857","0.122578330542932","275521.728333","Inf","0.763960301327275","0.857487922705314","0.282495499132812","0.0123570738283755"
"70/20/120/1-3/10","1876982","296.5","0.970477969149893","0.285942760942761","23.2556992968578","0","2813250","0.923763050089382","661.556051587302","0.570840122166642","0.0897167575841664","230.264665286404","0.347706705523129","2582532.8706665","Inf","0.775757881716818","0.954170067156337","0.079643101830921","0.0275409504549778","1994295","271","0.980861244019139","0.664206642066421","23.3888888888889","0","2529000","0.9291772862902","654.714285714286","0.550238384316977","0.0827090960016433","226.903225806452","0.34753822969935","2327898.421","Inf","0.770934146854618","0.969230769230769","0.0735659008601336","0.0326022213870614"
"90/20/180/1-2/0?","1867314.5","282","0.976369985318043","0.426823176823177","24.4758297258297","0","4811250","0.962918035337377","669.700520833333","0.605936512674871","0.0883760409087588","224.065384615385","0.336960992981276","4632643.639583","Inf","0.772087233368915","0.979987578496998","0.0376219120634761","0.0440348973315482","1946362","271","0.989051094890511","0.72289156626506","23.9857142857143","0","4869000","0.957141515129801","655.549019607843","0.567908688402047","0.0767138982126791","216.725490196078","0.330601501510484","4660322.037167","Inf","0.767380642300978","0.990842490842491","0.0457941277167277","0.0340023778665101"
"90/10/180/Specialty/15as","1883511","177","1","1.42937853107345","13.6704545454545","0","853500","0.927478464629292","601.837837837838","0.211020298185737","0.069680007175796","54.6041666666667","0.0902527075812274","800297.980167","0","0.724595219737857","1","0.104823021406728","0.0116927790176367","1982519","181","1","2.17616580310881","15.1240875912409","0","943500","0.933919505647951","595.521739130435","0.229746667173079","0.0690995342189424","47.1698113207547","0.0784880070325254","882011.452","0","0.703449262916846","1","0.0762994679385268","0.0139999931576008"
"70/20/120/1-4/10+","1883357","308","0.962732919254658","0.24025974025974","24.588","0","3411000","0.924118204429977","619.508771929825","0.594443815133666","0.10729416154328","106.051724137931","0.172504697534846","3157353.335","Inf","0.735833476690177","0.951080309824704","0.079748893561666","0.030002736315014","1982523","289","0.965116279069767","0.388127853881279","24.3333333333333","0","2950500","0.91653390984344","615.064516129032","0.589969512195122","0.109352443245092","89.6666666666667","0.145592196258281","2730191.133833","Inf","0.737161911819192","0.934609995329285","0.085685359209396","0.0235327182931495"
"90/10/120/1-2/10we","1883268","312","0.9625","1.32222222222222","26.1474358974359","0","7516500","0.970608258127081","611.74","0.636446856507667","0.0761887145077422","128.898305084746","0.208224954138488","7309061.532","Inf","0.734853346419539","0.969893469198703","0.0316557084677419","0.0328498301659813","1958446.5","272","0.99604743083004","1.06055664274842","24.8809523809524","0","6177000","0.96620655701635","601.033333333333","0.568150524265161","0.0715292267298334","129.774639423077","0.214694239019344","5980360.48925","Inf","0.725634169944093","0.997165634237031","0.036327293208118","0.051439372197375"
"90/10/180/Specialty/15e","1877203","54","1","0.105263157894737","13.2057480526457","0","141000","0.865491958992396","590.041666666667","0.244025765012021","0.0545525780114085","118.035714285714","0.198691137505908","121096.5980835","0","0.707893790872264","1","0.137532234555991","0.0163683480384343","1982586","56","1","0","13.4821428571429","0","141000","0.883823340537037","595.1875","0.257959988729219","0.0864732806598977","65.5","0.110049354195107","130102.185333","0","0.742765273311897","1","0.156527126811594","0.0129249560786882"
"90/10/180/Specialty/15j","1883475","99","1","0","9.37234042553191","0","249000","0.907675486480377","583.666666666667","0.201966672554908","0.100019151704411","25.0357142857143","0.0417137756620054","221646.1935","0","0.771661783172876","1","0.109854644578313","0.0115264519361215","1964255","86","1","0","10.6205882352941","0","288750","0.912019822942216","579.3","0.212578454328646","0.0883788953090554","24.6041666666667","0.0423870085320251","262160.3639165","0","0.750655122026889","1","0.0880337061331976","0.00928411875251045"
"120/30/200/1-2/5qq","1889324","110","0.990254872563718","0.376964149504195","25.1390468227425","0","1218000","0.96279383330731","636.22850678733","0.569321293324372","0.0690830261141891","115.176470588235","0.182474373324122","1174833.434833","Inf","0.690581363494572","0.988367547622043","0.0372233890002034","0.0461111148758538","1976572","102","0.97944339025933","0.386675824175824","24.8050779286073","0","1075500","0.964335616006673","631.092156862745","0.636019585890741","0.085546774070321","79.7443438914027","0.126537763224428","1038744.70975","Inf","0.713160952541784","0.972857960958921","0.036499882175195","0.0328838487599597"
"FSSwk2/wk4/90/0/60/20l","1889619.5","78.5","0.730880880880881","0.153061224489796","6.40299823633157","0","133500","0.858491596378572","600","0.17148934246633","0.0820568338599351","33.3905723905724","0.0560575083716498","102342.2783335","Inf","0.832510323434571","0.817523260965884","0.144059424029592","0.0046111004858525","1982373","23","1","0","5.34782608695652","0","34500","0.9055","600","0.149226373389401","0.0987654320987654","15","0.025","30785.706667","0","0.866449511400652","1","0.0949175727069351","0.00264883769262856"
"FSSwk2/wk4/90/0/60/20u","1877092.5","119","1","0.135036496350365","6.19162204724409","0","178500","0.795359191858313","593.652777777778","0.129683018798166","0.0686218040264978","22.530303030303","0.0383714540688796","141863.2775","0","0.803915915613156","1","0.206961178686777","0.00581333846663366","1970409.5","115","1","0.757281553398058","4.64296875","0","172500","0.75842840636139","594.883620689655","0.115416552846987","0.056096728515708","26.3563218390805","0.0449722741971034","133435.295833","0","0.833758895364623","1","0.26110284363861","0.00425247801905186"
"90/10/180/Specialty/15u","1895647","132","1","0.492424242424242","10.8079470198675","0","363000","0.8962313094573","587.324324324324","0.204196280376218","0.089315206586707","33.6756756756757","0.0573374442041323","325331.965333","0","0.746189735614308","1","0.114581362719008","0.0141636696831719","1970759","123","1","1.33333333333333","10.9224137931034","0","313500","0.882624644995272","594.413793103448","0.170641207370966","0.0751673212310612","29.741935483871","0.0499539470119738","270938.131833","0","0.744024890397398","1","0.135105851458629","0.00715175118166747"
"45/20/100/1-1/20","1895429","134","0.89937106918239","0.0447761194029851","19.0075187969925","0","1411500","0.956816273703861","610.473684210526","0.572046637823568","0.0925826979343224","78.0869565217391","0.128322377822235","1350546.170333","Inf","0.755252202536548","0.859360730593607","0.0432049802812611","0.0375414938247074","1945978","126","0.913669064748201","0.263888888888889","18.6111111111111","0","1161000","0.959198872505085","622","0.515874116179121","0.103991210555152","70.8421052631579","0.115378021601234","1112828.428833","Inf","0.757575757575758","0.858323494687131","0.0414914480335917","0.0339399508154052"
"45/15/120/1-4/15","1883156","55","0.957446808510638","0.111111111111111","18.0769230769231","0","513000","0.956231686800895","600.625","0.673925339366516","0.130692491050355","65.7142857142857","0.100987925356751","498295.179333","Inf","0.779778103412183","0.937106918238994","0.0480460055184349","0.02243732289283","1982253","52","0.945454545454545","0","17.9090909090909","0","429000","0.943166271921193","582.9","0.607584501236603","0.119637269279633","35.5","0.0609023846285812","406794.702333","Inf","0.757548309178744","0.904761904761905","0.0655029413356643","0.0138425813387155"
"75/15/100/1-2/5q","1883074","64","1","0","23.2077922077922","0","523500","0.921517485498305","626.833333333333","0.591863865993087","0.0770392825071951","65","0.103300733496333","488396.576","0","0.730589476858134","1","0.0784825145016949","0.0308348614089126","1976493.5","56.5","0.97488038277512","0","22.1264367816092","0","503250","0.941426486448309","616.540404040404","0.578852270978497","0.0911113840114614","51.6597222222222","0.0852557166012613","464605.1423335","Inf","0.745301783842862","0.959598211175971","0.0620779675564169","0.025527434191454"
"120/25/90/1-3/0g","1889354.5","365.5","0.96286348194984","0.245215273412948","20.5759880499903","0","7533750","0.972332395485449","612.675318761384","0.654449776334688","0.102966947959426","100.303278688525","0.163952988297381","7311982.91075","Inf","0.770597589598705","0.975157954627197","0.0283310224836399","0.032839240232277","1976441.5","347.5","0.97190558938877","0.050286713571109","21.2624139981313","0","7427250","0.971796036298964","611.524475524476","0.659788089476456","0.106222927077769","94.6852201257862","0.154177721417364","7210241.4975835","Inf","0.768306962627383","0.980800347924795","0.0296667465160192","0.0250764382193392"
"FSSwk2/wk4/90/0/60/20af","1889367.5","90.5","0.897435897435897","0.46875","9.93282828282828","0","215250","0.672206865484582","606.185758513932","0.124312036224904","0.0339719397093993","106.300476947536","0.174121047006503","136046.4591665","Inf","0.72315406923136","0.952453987730061","0.346259043606327","0.00678959211330177","1976589.5","81.5","0.911764705882353","1.26315789473684","8.3197827518104","0","192000","0.688692758017164","606.588970588235","0.102402704618702","0.0348913699766752","98.8970588235294","0.163054530131549","136151.8616665","Inf","0.75107203109743","0.951612903225806","0.325196130871725","0.00593218936919702"
"FSSwk2/wk4/90/0/60/20ab","1883498","228","0.842253521126761","0.0614754098360656","6.86631016042781","0","595500","0.870606616875786","581","0.134893608238912","0.0746366520571432","29.7560975609756","0.0519071627629928","529112.391667","Inf","0.793678084909404","0.895716945996276","0.138237722746855","0.00486763257575539","1964611","246","0.867844496440235","1.38377445339471","7.3617387710113","0","696750","0.865124870135608","581.022879763822","0.140615785481499","0.0742871787486061","28.5379867046534","0.0491073876462569","605852.8158335","Inf","0.796721812464735","0.910632835919774","0.144435446571615","0.00452458766846899"
"90/10/180/Specialty/15z","1877163","89.5","1","0.14122171145686","11.0376984126984","0","286500","0.91629260647156","598.718181818182","0.221313199119305","0.0765008072358264","47.6090909090909","0.0795181859542928","263946.515667","0","0.754728534912167","1","0.0850171451970701","0.0128018850639397","1958466","91.5","1","0","12.9171489491319","0","380250","0.921917570331937","599.717857142857","0.240704939849579","0.0747374482351466","29.6315789473684","0.0489951430096533","347114.8530835","0","0.717598573906549","1","0.0780824296680632","0.01481525479512"
"90/10/180/Specialty/15ah","1871065","188","1","0","15.2791878172589","0","721500","0.841712353198891","644.921875","0.275663234403392","0.0667146236825278","206.723404255319","0.321162931556632","607295.462833","0","0.7936235858759","1","0.158287646801109","0.0135092917564698","1982623","170","1","1.05882352941176","14.093023255814","0","756000","0.855816397578207","635.582089552239","0.256405578000782","0.0608103159729927","195.960784313725","0.308561548673932","629604.509333","0","0.798988621997472","1","0.145490530041152","0.00900619511768313"
"FSSwk2/wk4/90/0/60/20ar","1877288","166.5","0.821884523515361","0.0167597765363128","9.2760725119168","0","617250","0.880187406524158","600.059176672384","0.153366765288355","0.0513864390483438","46.9534454470878","0.0792436276931525","543166.510833","Inf","0.762114365625071","0.910547437242321","0.119812593475842","0.0120242941281504","1964393.5","166.5","0.876879172399735","0.877816945738386","9.82933316035288","0","685500","0.863375617714633","596.762529481132","0.143110040956276","0.0402639134591314","53.6073190789474","0.0900660892358625","591743.6075","Inf","0.751583079330928","0.949097247576761","0.143539504096162","0.00614061289582884"
"90/20/180/1-1/0ds","1889439","101","0.929956896551724","0.148639455782313","22.3185997171146","0","1491000","0.95379169629818","612.263888888889","0.579109283483717","0.0744494162057131","149.776315789474","0.237712139324932","1426286.727083","Inf","0.754490233150889","0.926273712503661","0.0474516360651692","0.0323296539021439","1958298","92","0.974358974358974","0.226890756302521","22.0336134453782","0","1152000","0.948020728791241","616.086956521739","0.552198697068404","0.0693135617533039","134.222222222222","0.231218298401761","1077388.3185","Inf","0.744993120317994","0.968944099378882","0.0524637653213752","0.0265239539649005"
"90/10/180/Specialty/15an","1870709","160","1","3.65740740740741","12.8518518518519","0","574500","0.89871601100165","568.541666666667","0.222185466975411","0.0704462891076709","63.1363636363636","0.110435301132976","518643.454","0","0.733574442435202","1","0.15334","0.0153955436052533","1970263","130.5","1","1.63926665519022","13.5789250353607","0","516000","0.906087627460728","576.327362804878","0.212949345342557","0.0685548973100765","48.161717921527","0.0835212578496568","462402.761917","0","0.718714230406679","1","0.100703965338742","0.0105943006165755"
"120/20/120/1-4/0","1863879","173","0.988571428571429","0.468208092485549","22.5549132947977","0","634500","0.914748716404887","612.115384615385","0.664970153942821","0.10046718537793","37.3703703703704","0.061129286320126","574126.356833","Inf","0.733327837771","0.98655462184874","0.0853036396160558","0.0798570782050592","1970592","166","0.994047619047619","0.0718562874251497","25.3014705882353","0","636000","0.906905895364008","616.25","0.60293473499781","0.0893664966439331","39.5","0.064467241781301","580993.207833","Inf","0.706899488926746","0.990196078431373","0.0931656792781186","0.037063828854667"
"120/30/200/1-1/5jh","1871162","481","0.99792531120332","0.147609147609148","22.8024948024948","0","7524000","0.967615432340811","621.307692307692","0.660130970724191","0.0982396075896477","57.2051282051282","0.0920721389955016","7272222.121333","Inf","0.757709640364054","0.998010346199761","0.0323894146332918","0.0428211819893046","1988349","488","0.998086953350111","0.822974544514795","21.3255536097497","0","6515250","0.968277166581201","611.38197569757","0.571453646743141","0.093689353869758","46.6205558055806","0.0760443851483457","6292857.1985835","Inf","0.743893060239057","0.998053908465288","0.0326876472803628","0.0319574997860221"
"75/30/120/10","1892208","526","0.989821882951654","2.98532110091743","20.507399577167","0","5662500","0.963689265660956","548.563218390805","0.749912898055885","0.110364955254855","57.5803571428571","0.103363017286537","5434925.821","Inf","0.804087720448436","0.986737400530504","0.0445999247279323","0.00743545722397983","1967806","419.5","0.997780821783296","2.69535157399235","17.2171887330784","0","4036500","0.966647727187277","500.985114045618","0.745693098370694","0.118677205912751","35.1582417582418","0.0701618581135556","3909186.451167","Inf","0.809204573133097","0.996722470664679","0.0404580475620835","0.00532915185475668"
"90/10/180/Specialty/15a","1871110","85","1","0","8.65625","0","178500","0.882667539680672","594.130434782609","0.18990990990991","0.0803372096633114","38.9583333333333","0.0648404993065187","157556.155833","0","0.778213385606273","1","0.136723736717391","0.00982519502479678","1982587","93","1","0","7.22972972972973","0","267000","0.91699489424498","597.954545454545","0.170385964912281","0.0922791757756677","37.1785714285714","0.0620529327610873","249988.5745","0","0.789356277884003","1","0.0830051057550201","0.00454101659388124"
"FSSwk2/wk4/90/0/60/20j","1883221","86","0.681159420289855","0","6.2093023255814","0","141000","0.828951170212766","582.592592592593","0.158877932259448","0.0806546739642263","24.2857142857143","0.040538929295338","116882.115","Inf","0.817809621289662","0.688","0.181687127659574","0.00474113360876731","1970352","76","0.707317073170732","0","7.02298850574713","0","178500","0.865194647201946","585.181818181818","0.158430043030382","0.0759137261979966","24.0740740740741","0.0414065486049178","156395.41","Inf","0.808921438082557","0.790697674418605","0.137080968890667","0.00425992948856453"
"160/unl/150/0","1895867","58","0.977272727272727","4.86046511627907","24.6896551724138","0","411000","0.955091000406326","629.8","0.624731951393853","0.103774604080846","76.8888888888889","0.121788102780711","392542.401167","Inf","0.709533468559838","0.957081545064378","0.0618329595123288","0.0468416654425248","1970249","43","0.948717948717949","2.78378378378378","25.6279069767442","0","321000","0.949675211838006","612.142857142857","0.563210702341137","0.089194409180825","76.25","0.136008918617614","304845.743","Inf","0.699916874480465","0.895833333333333","0.0537167554615385","0.0833901453399334"
"120/30/150/1-2/0","1883406","97","0.953125","0","26.1475409836066","0","1248000","0.961962391826923","633.058823529412","0.664331896551724","0.0866825101682522","79.5333333333333","0.128556034482759","1199072.223667","Inf","0.730505671077505","0.978494623655914","0.0380376081730769","0.0508113409951155","1988375","108","0.960291223927588","0.0817477399913904","24.5012053379251","0","1498500","0.963342937976541","637.972222222222","0.677009678673815","0.0948134157462408","66.3055555555556","0.102535005510665","1446329.2631665","Inf","0.742155705518626","0.983411673298735","0.0366632578103238","0.0297304066447031"
"FSSwk2/wk4/90/0/60/20k","1877136","95","1","3.56837606837607","5.11418269230769","0","240000","0.867996915136481","587.492857142857","0.115952945201817","0.0525922929181397","55.625","0.0940228097091693","211268.2958335","0","0.804979608283392","1","0.171277134896061","0.00460807020383838","1982094","87","1","3.54838709677419","5.04166666666667","0","139500","0.802069177489177","590.516129032258","0.116355966022462","0.0548568079759985","60","0.102425434283841","103749.858333","0","0.807860262008734","1","0.249793445461774","0.00364816766592482"
"200/unl/200/7^","1889305.5","72.5","0.975","6.51136363636364","24.366935483871","0","635250","0.96093714614544","606.772727272727","0.704315641971881","0.111653233760634","61.8666666666667","0.105107890790336","612321.236917","Inf","0.732904608024614","0.957840819542947","0.0605201677212572","0.0421707064207997","1958075","64","1","4.87951807228916","23.5","0","568500","0.960504017590149","609.8","0.620045375683972","0.104361388857383","48.375","0.0807347946897191","546046.534","0","0.723817226041245","1","0.0523545954356659","0.0319959156806921"
"90/10/180/Specialty/15l","1889460","59.5","1","0.141509433962264","9.38476190476191","0","138750","0.909064987424769","600","0.210066004443864","0.107470225007457","33.2433862433862","0.0549010034199608","122640.35475","0","0.776296427556424","1","0.0925583891986077","0.00693874821161656","1982360","49","1","0","10.6968325791855","0","128250","0.924799860980904","600","0.22957655117622","0.11771012818709","23.5869565217391","0.0402694386070249","116866.2129165","0","0.788471333220688","1","0.0853881458602618","0.0048265513668789"
"120/20/180/1-1/0","1870683","171","0.993827160493827","0.041958041958042","18.6544502617801","0","1540500","0.95676552213868","609.571428571429","0.66825508883398","0.102690792393753","65.3571428571429","0.107659724673491","1487166.599833","Inf","0.770575891816274","0.995708154506438","0.0508034001670844","0.0384776423623399","1976297.5","154","1","1.82027962535632","18.3439432237993","0","1309500","0.949843700923641","603.183571428571","0.568731005544959","0.0947908721537733","61.3064516129032","0.102127585921504","1250000.7919165","0","0.762405432185114","1","0.0662405154268732","0.0296595229915879"
"120/20/180/1-5/0","1877109.5","56.5","0.973516483516484","0","18.9939393939394","0","447750","0.96011945467486","619.642857142857","0.759902754992053","0.144135359299879","55.2","0.087103874429279","432876.3416665","Inf","0.781006652456849","0.980407177844325","0.0403660649162813","0.0361737102240793","1994413","43","0.955555555555556","0","18.7058823529412","0","64500","0.773520543730496","646.166666666667","0.780309936189608","0.153735785580478","61.1666666666667","0.094660820221821","53493.223333","Inf","0.801498127340824","0.843137254901961","0.226982573105263","0.0395088315076719"
"90/10/180/Specialty/15ag","1889500.5","194","1","1.79319274879763","15.9600576411469","0","1046250","0.903024639438905","595.056253652835","0.254625253637452","0.0541326682166663","108.086206896552","0.180595147349501","944601","0","0.736051006003126","1","0.110903425418718","0.015413257626002","2005575","211","1","2.31308411214953","14.7102803738318","0","1050000","0.878274557988321","592.688888888889","0.230345679012346","0.0569612639881078","114.622641509434","0.193102352193261","913329.405333","0","0.75393452039058","1","0.13783698808046","0.0174069028286293"
"90/10/180/Specialty/15aj","1883255","107","1","1.32743362831858","15.6233766233766","0","457500","0.868586730546381","595.2","0.260491220843417","0.059566346620577","125.484848484848","0.20652901498378","405502.525667","0","0.748829523547232","1","0.139058529392457","0.0118885279257295","1970679","101","1","0","16.7128712871287","0","457500","0.848236750454645","613.2","0.234466473163772","0.0500503258349394","120.815789473684","0.202417225269145","386852.8535","0","0.7282480893592","1","0.155041938069945","0.00931932350481561"
"FSSwk2/wk4/90/0/60/20al","1870911","76","0.725663716814159","0","13.1014492753623","0","196500","0.837801964442667","600.75","0.202133270819903","0.062690507323315","81.7241379310345","0.138897028658501","158817.743333","Inf","0.755146262188516","0.808641975308642","0.162198035557333","0.0125196293902537","1970772","67","0.760869565217391","0","10.9529411764706","0","178500","0.81173688719084","600.391304347826","0.183822000415887","0.0693257559845831","73.5","0.123411876644092","144546.956667","Inf","0.789461781999095","0.834394904458599","0.202818169932773","0.00543187218075054"
"FSSwk2/wk4/90/0/60/20ao","1879878.5","357.5","0.749627720504009","1.82359889125363","9.00925187593285","0","1106250","0.768786628120048","567.582272926722","0.183381719513794","0.0412686905624839","102.251095013477","0.178342238814243","840601.2283335","Inf","0.780605732607779","0.864013787481018","0.249230342276541","0.0126132509309486","1958199","356","0.752161383285303","2.72563176895307","8.84514435695538","0","1011000","0.769246512865028","565.833333333333","0.183244923471974","0.045104082601201","85.3304347826087","0.152743404155965","755151.763333","Inf","0.779762271355546","0.849450549450549","0.244789709644674","0.00729932848189924"
"90/10/180/Specialty/15aq","1877118.5","219.5","1","0.142787402883377","9.64040882462919","0","581250","0.885669751605023","593.976981290729","0.16017530704913","0.0654125527812694","64.114125932063","0.110163299746907","514448.569583","0","0.745543024925023","1","0.11704960862509","0.00882125585972954","1988155.5","213.5","1","0.172077652144995","10.1670224541429","0","590250","0.876033493731688","589.481231231231","0.175944650785315","0.0635458969467209","76.3700265251989","0.129356885795719","526270.1736665","0","0.750471821317357","1","0.128691275748616","0.00744052062626364"
"90/10/180/Specialty/15ap","1877079","220.5","1","1.38146117699709","11.9968180005077","0","1072500","0.915002783384564","607.643690637721","0.199973115323472","0.061974902149503","72.3188502673797","0.119443768426881","970388.1074165","0","0.728689338331289","1","0.105517926790627","0.0113084252225701","1964488","238.5","1","1.72017837235229","12.172907239819","0","1026750","0.895702214418993","606.120294117647","0.20525941393985","0.0589391186698758","94.7951515151515","0.155793452302766","918998.1595835","0","0.74121700479838","1","0.117642196868612","0.00899243865400176"
"90/15/90/1-2/5y","1877258.5","279","0.969396551724138","0.00174216027874564","20.9542841500137","0","2817750","0.956602505511406","606.815217391304","0.663673276602038","0.0953430106153004","52.1912144702842","0.0861614786328379","2695069.07325","Inf","0.761683606749758","0.950134999265694","0.0434085645554493","0.0352438694530506","1970689","286","0.962848297213622","0.0962732919254658","21.7652733118971","0","3202500","0.960091353503132","606.470588235294","0.6664444962842","0.0907754224117873","65.7551020408163","0.107374945845969","3063262.869833","Inf","0.75290839953315","0.950474618241849","0.0401152305299214","0.0438282442553139"
"60/30/120/1-5/10-","1876945.5","197","0.83966514628991","2.5306973640307","18.8808771789541","0","1611825","0.948899964332611","585.979166666667","0.456433877117394","0.0746473229164174","78.0653409090909","0.133189057118487","1534876.1090835","Inf","0.731925894122329","0.74128803961285","0.0613043089746035","0.0274977165501652","1970780","169","0.846153846153846","0.740740740740741","19.9545454545455","0","1641000","0.953257870455453","592.833333333333","0.473158500493259","0.0759634281155724","66.780487804878","0.112545215389674","1569614.0695","Inf","0.726590891517823","0.783968163729392","0.0489859418037782","0.0361999602905337"
"80/15/100/1-1/10","1883094","418","0.977207977207977","0.141119221411192","19.2594752186589","0","3520500","0.956164848706897","601.154929577465","0.648761013866251","0.100893920166591","86.1641791044776","0.142786475724073","3352029.748167","Inf","0.77097489945916","0.963319578175149","0.044089461637931","0.0376139875767339","1994126","410","0.982547739126687","0.0066006481293944","19.3320180260988","0","3187500","0.95753385202932","595.667520969245","0.623007521594669","0.10180235725485","78.5813725490196","0.13215772793302","3041328.9781665","Inf","0.770925196445023","0.970150891502646","0.0427665757186534","0.0313679695087727"
"60/0/120","1895677","47.5","0.949779911964786","0","26.9502822405558","0","221250","0.864746327825054","617.591666666667","0.644619351722207","0.112155677745204","77.0833333333333","0.127551617828292","191558.97","Inf","0.767854515017629","0.935397935397935","0.136785699026373","0.0443204089744117","1982676","42","0.956521739130435","0","26.6904761904762","0","180000","0.855826318740741","620.545454545455","0.681050955414013","0.125156240991733","55.6666666666667","0.0926751592356688","153283.793333","Inf","0.789759939984996","0.945945945945946","0.148209390677419","0.0240918751377833"
"120/10/180/Specialty/5","1883393","88","1","0","11.8837209302326","0","409500","0.938111687562691","600.166666666667","0.285354151419045","0.106432442417571","61.0952380952381","0.104334390501748","382997.065667","0","0.768623810628916","1","0.0647202303614164","0.0121973252042421","1999954.5","92.5","1","0","13.8043978942751","0","384000","0.929553261225149","605.6","0.305936663445881","0.0922518446816173","63.2510822510823","0.104076882105559","355641.0355","0","0.758804905090595","1","0.0761536567501584","0.0168977800864897"
