"Routing_plan","FRRR_id_rgt","FRRR_AA","FRRR_AAs","FRRR_OvC","FRRR_TrC","FRRR_SlC","FRRR_RP","FRRR_AL","FRRR_WT","FRRR_RD","FRRR_RCD","FRRR_Ovt","FRRR_OvWt","FRRR_RV","FRRR_SNA","FRRR_RAA","FRRR_RSAA","FRRR_RSLA","FRRR_TRAS","SRRR_id_rgt","SRRR_AA","SRRR_AAs","SRRR_OvC","SRRR_TrC","SRRR_SlC","SRRR_RP","SRRR_AL","SRRR_WT","SRRR_RD","SRRR_RCD","SRRR_Ovt","SRRR_OvWt","SRRR_RV","SRRR_SNA","SRRR_RAA","SRRR_RSAA","SRRR_RSLA","SRRR_TRAS"
"70/UNL/110/1-4/10","1885863","411","0.985611510791367","0.0900900900900901","16.9205955334988","0","3555000","0.952682077425699","602.825396825397","0.729324797043099","0.142479142099131","90.4193548387097","0.152664687780834","3387889.224","Inf","0.79771059583211","0.975308641975309","0.0498722816410465","0.0363565086095836","1978871.5","361","1","0.218888489639478","15.9101189763245","0","2960250","0.957158035078539","596.766557835821","0.640509489903582","0.126430104111866","93.2640828117477","0.157251889933276","2828228.7135","0","0.800112333170721","1","0.0449061367570889","0.0266619436759868"
"75/25/140/1-1/10","1891114","632","0.991369047619048","0.463723632168754","19.9427662957075","0","10422750","0.970309723994959","598.162970430108","0.689020334729653","0.0893243156540445","92.969696969697","0.152332536623919","10113300.9218335","Inf","0.760040344141954","0.992241820900843","0.0300919275225404","0.0354608120899718","1972112","526.5","0.995314631106925","0.482839912280702","20.030686695279","0","8028750","0.96904749285354","600.622437159736","0.694005053784489","0.0909884862797039","81.7256435784384","0.136614989659861","7778830.1974165","Inf","0.759389834693156","0.995628720660504","0.0320918826538695","0.0363016684372506"
"85/30/120/1-1/0","1869233.5","752.5","0.98009466527985","0.348876005631938","15.5573997332232","0","10332000","0.977547105402763","615.316666666667","0.746146474105143","0.132599872923875","77.9632768361582","0.126348795467897","10078679.14775","Inf","0.810255259465069","0.980331475118738","0.0230622948592308","0.0441131553291371","1973189","608","1","0.0296052631578947","13.8266423357664","0","6402000","0.969878609627148","593.486956521739","0.575361533164349","0.117290683024659","56.9344262295082","0.0949802409374957","6209162.858833","0","0.812736717925368","1","0.0301213903728522","0.0188962884916864"
"50/0/90 - RUN SECOND!","1897567","47","0.950882117080994","0","15.9132791327913","0","80250","0.780286316997516","623.166666666667","0.623313790602378","0.149864063824241","42.6666666666667","0.0673924139253276","55914.120833","Inf","0.817062823653208","0.659594985535198","0.228370488688272","0.0186236828794776","1960414","42","0.91304347826087","0","19.7857142857143","0","78000","0.731280213679487","602.333333333333","0.488379652202178","0.119807704670389","26","0.0422558101738989","57039.856667","Inf","0.770822281167109","0.722222222222222","0.268719786320513","0.0321284257401248"
"120/5/90 - RUN LAST!","1891522","54.5","0.965809468147282","0","18.4736467236467","0","96750","0.780286316997516","633.611111111111","0.632390908389738","0.129872959167224","61.0833333333333","0.0952164561341181","77431.1558335","Inf","0.786430742497357","0.773657289002557","0.219713683002484","0.0206435994890943","1960295","23","0.958333333333333","0","20.9056603773585","0","207000","0.969014391700422","610.25","0.681278164686604","0.113251161126672","25.25","0.0413764850471118","200945.310333","Inf","0.761446886446886","0.873417721518987","0.0309856082995781","0.0606624692033945"
"45/0/90/Limit 7 - RUN FIRST!","1891423.5","37","0.963230672532998","0","15.9132791327913","0","262500","0.956076757395191","618.555555555556","0.675481807797515","0.141985614695937","39.7619047619048","0.063745707080059","251278.4604165","Inf","0.820910703261212","0.917627118644068","0.0439232426048091","0.0252078103627099","1954488.5","32","0.914855072463768","0","19.711038961039","0","297750","0.952933552657897","607.25","0.54809277687607","0.10378356026377","81.125","0.142636034961677","284401.9770835","Inf","0.776726334603017","0.871272038227056","0.0470664473421029","0.0390955124847215"
"45/15/60 RUN FIRST","1883822","26","0.955555555555555","0","22.6413793103448","0","261750","0.944916064382827","677.65","0.553305533357866","0.0769384617928681","165","0.242902990925898","247317.285","Inf","0.766121248099685","0.927662037037037","0.056997821544025","0.0218525844415114","1973553","25","0.933333333333333","0","21.1818181818182","0","226500","0.942806689204402","700","0.560084700899947","0.0818695380975803","135","0.1875","211696.601","Inf","0.773639896373057","0.895833333333333","0.0623255453639144","0.01285654108265"
"60/10/120 RUN SECOND","1858305","15","0.882352941176471","0","25.0666666666667","0","130500","0.945406177524904","574","0.440766550522648","0.0572124854838091","215","0.374564459930314","123375.506167","Inf","0.668722466960352","0.813084112149533","0.0545938224750958","0.218350754936121","1952877","27","0.917410714285714","0","24.515037593985","0","243000","0.940537429757243","698","0.527101652634861","0.069940540311267","165","0.232017659462309","227109.1544165","Inf","0.756629425225468","0.867968839500516","0.0684665403658858","0.0437370437841573"
"30/15/ 90/0","1879313.5","138","0.922503108164111","4.14814814814815","29.301656920078","0","580500","0.72643542253888","642.840517241379","0.682439332363767","0.131856911356195","125.362068965517","0.194667554487862","422634.5119165","Inf","0.743374832987112","0.877799227799228","0.298082760802832","0.11783749835165","2024245","176","0.931216931216931","3.16477272727273","28.7386363636364","0","741000","0.728457154071525","651.5","0.66358177960363","0.118128006668822","79.1470588235294","0.121484357365356","539786.751167","Inf","0.743989472085843","0.885304659498208","0.290335018668016","0.228341835583044"
"AM Plan 75/10/60/0","1882996","159.5","0.988023952095808","4.33316457204122","31.1647199937077","0","495750","0.733292452156771","665.394088669951","0.619773153720972","0.106013621313109","108.36866359447","0.16280043581001","354183.7313335","Inf","0.727005481616137","0.97752808988764","0.321922981643281","0.0613457490837217","2024108","160","0.993788819875776","3.48125","30.44375","0","501000","0.715310402860279","648.5","0.581659032155653","0.0945427917697591","76.1470588235294","0.117420291169668","358370.511833","Inf","0.724740054249548","0.988165680473373","0.312484008317365","0.220917048392217"
"45/30/120 /0","1879280.5","140","0.937238108394346","3.84822505374653","29.5468512401028","0","610500","0.731735298984563","646.077586206897","0.690694714421966","0.133498594799807","128.599137931034","0.198763172650341","447038.213167","Inf","0.742023909525524","0.813636513103811","0.290291831253864","0.119966864589588","2024167","183","0.968253968253968","5.10928961748634","29.2841530054645","0","810000","0.713649664814815","673.058823529412","0.681961195595176","0.12212136509128","100.705882352941","0.1496241915749","578056.2285","Inf","0.744383496303363","0.9","0.315208359876543","0.234181087222514"
"Austin Test-2: 120/40/120/10","1888937.5","141","0.986011249694302","7.49316343902958","27.5579919113768","0","1162500","0.948526961372804","679.650717703349","0.656278199491649","0.0867444397487563","72.7795454545455","0.107991306729603","1103084.5028335","Inf","0.712814526195902","0.976541880507938","0.0737642978996517","0.0222430154896392","1977777","140","0.958333333333333","4.35384615384615","26.1398601398601","0","910500","0.940067413750767","669.666666666667","0.678957718780728","0.0875972013116407","55","0.0878677555839811","856349.342833","Inf","0.72810788032027","0.899396378269618","0.0814275879548313","0.0110688798747903"
"60/0/120/1-1/10 IntraDay&","1913208","49","0.986111111111111","1.78787878787879","20.4782608695652","0","180000","0.842351373239437","299","0.58348851644941","0.0954973647237291","66.2857142857143","0.230823863636364","148352.190333","Inf","0.702213279678068","0.981220657276995","0.188019141826558","0.0163717584287132","1972621","38","1","3.03947368421053","21.9893162393162","0","153000","0.86954808156602","309.954545454545","0.599831209402147","0.112347745709672","50.1909090909091","0.186538598780993","132153.471583","0","0.708189452261093","1","0.172885966415831","0.0179826896834162"
"45/0/60/1-2/10 IntraDay@","1872180.5","352","0.992367920191771","9.65269758708291","17.4818791846007","0","802500","0.80315999845629","346.757352941176","0.75036609405909","0.110312917672013","106.989705882353","0.310694483722696","648375.34425","Inf","0.79223986881197","0.982394808786098","0.370084434924643","0.00734788244568434","1978669.5","307","0.998007249250488","4.97522536486168","17.8227774148734","0","720000","0.800480473099417","295.047920240137","0.599758917989308","0.0983645682786727","65.209649122807","0.220457048935818","551754.972833","Inf","0.767886376408045","0.999119391236707","0.321837221979776","0.00315756884254467"
