"SRRR_TRAS","SRRR_RAA","SRRR_AL","SRRR_OvWt","SRRR_RD","SRRR_AAs"
0.143546562275824,0.702786039188244,0.992418859252265,0.0928497942386831,0.68880744170096,0.884684684684685
0.154044652264764,0.692483115516183,0.994373717951755,0.133183186434805,0.683890248392057,0.892221180880975
0.104406727988987,0.796586574602556,0.99285800884494,0.115524940100196,0.778996950555434,0.997709049255441
0.117885094484326,0.748277177368086,0.993491683501395,0.156975286981804,0.737530703293398,0.75
0.160133772975124,0.665887349737955,0.994485368956175,0.0845352486953842,0.658142535287208,0.771491550330639
0.175106544728715,0.656778990666034,0.994930345816642,0.120521810667346,0.650539635280982,0.776751347190146
0.195805733124645,0.59396791689385,0.994041444457796,0.0612569610182975,0.588078190703489,0.838562091503268
0.199764803120859,0.608229720821132,0.994573453470444,0.0950254518852684,0.604642301947755,0.838348495451365
0.00941252920663258,0.607849338245758,0.995300723875153,0.0795087367067164,0.602958245757129,0.998344370860927
0.00936520755192193,0.593020013631576,0.995282718840275,0.081416092519685,0.588751845472441,0.998330550918197
0.0092424232244527,0.589471922336597,0.995079488631361,0.130793133817445,0.585220758071753,0.998236331569665
0.00919242685873306,0.569229787709141,0.994757041918781,0.202522080007557,0.561863379461264,0.998262380538662
0.00914387469774839,0.551430832124489,0.994251397043888,0.266965961962289,0.546110521590074,0.947231833910035
0.00914719378818097,0.56102853796738,0.993721267830882,0.338487532640418,0.555953782875087,0.927613941018767
0.0102076602021122,0.534640274076894,0.99329885382447,0.392494458477241,0.530938020860182,0.93984962406015
0.00880831911247123,0.559668456249411,0.993395491634562,0.435010678556709,0.556596350556409,0.955089820359281
0.00935180321175108,0.542211652794293,0.992869510078418,0.479014261435011,0.539126579472401,0.938133874239351
0.0091732866473862,0.547917184423331,0.993149844357161,0.555210457117814,0.546121453478402,0.959703075291622
0.00799705135385454,0.574841838886546,0.993259639702354,0.588241447850194,0.57033162464693,0.973094170403587
0.00853418538036682,0.562675721268221,0.993407433156238,0.642983668884472,0.562019355396181,0.970622796709753
0.00869387014509185,0.561396724294813,0.993051446380488,0.692111959287532,0.56068247909851,0.972670807453416
0.0075883987793983,0.578056055414499,0.99311605009222,0.752887859904929,0.57757198098569,0.973368841544607
0.00822605367754785,0.552984102163148,0.992638745680841,0.866456553448635,0.552667222337987,0.970042796005706
0.00830111066218732,0.557495992575719,0.993297558495952,0.937090469360781,0.557495992575719,0.970724191063174
0.00793973406202219,0.554340977822581,0.993495515104026,0.497672106489051,0.554236220472441,0.982363315696649
0.00871511270939821,0.542686261107314,0.993084325843138,0.534799694601165,0.542463787920197,0.979959919839679
0.00896997767500599,0.541613710764491,0.992959372251095,0.567042980719855,0.541613710764491,1
0.00924072750526527,0.523673092798524,0.992487508996397,0.549373235189758,0.521798035515556,1
0.010185532285082,0.507825468342423,0.991048408357004,0.555568649139519,0.507825468342423,1
0.0106620638686189,0.471255115046622,0.991026125099441,0.572336119154376,0.471255115046622,1
0.0100671653324326,0.5428125,0.988448087630145,0.631684301702989,0.5428125,1
0.0110228397061961,0.507214206437292,0.989662518107288,0.645042042712262,0.507073509015257,1
0.00768314948194476,0.527572987319375,0.973052384956486,0.579414099135239,0.527572987319375,1
0.00918628749700896,0.622937104235703,0.99363782896181,0.139060167456351,0.616164730317388,0.840825350036846
0.00928500461738143,0.60854218712225,0.993287767107558,0.162498402964099,0.602992845279162,0.828592268417214
0.008730258056544,0.625385271736291,0.993466740302537,0.224555429436247,0.61765211708458,0.876305220883534
0.00878947778816648,0.602992238562091,0.993179713616057,0.260237023550633,0.597228543974106,0.880191693290735
0.00888859376884006,0.597493270524899,0.993779526958112,0.307386801622147,0.59515031672085,0.896779521056978
0.00907585255495734,0.583470705405591,0.993946951084701,0.373843760151829,0.580966710551063,0.904842820730671
0.00861172372788997,0.585492319985794,0.993665006995667,0.415374528184863,0.584288777445021,0.923076923076923
0.00819509413823765,0.595146115598603,0.993832392428362,0.433603485517012,0.594420957409493,0.882770870337478
0.00767327950757906,0.614511513568534,0.993669301021511,0.452749486928669,0.61371003318181,0.904083570750237
0.0073660660763586,0.624098316858135,0.993463719283597,0.504686860417519,0.62153090462546,0.922379032258065
0.00793470970887426,0.604338476313757,0.994041055543746,0.588991361682594,0.603972791386721,0.913774973711882
0.00757880781546239,0.614940399660049,0.993583359089953,0.638906437207276,0.614726064698835,0.942567567567568
0.00719694255913723,0.616117666532668,0.993949436045553,0.693438593173868,0.615840975701995,0.939644970414201
0.00677221697343714,0.624937485193862,0.99353079397199,0.735287159942174,0.624050466552766,0.963109354413702
0.00703071263094988,0.621270084162204,0.993811928941281,0.819119895173619,0.62065953264905,0.963888888888889
0.0069266505474821,0.634707105295341,0.993896281372506,0.878771205868867,0.634571297569922,0.971080669710807
0.00666480445073402,0.649098141416912,0.994207734377591,0.925215066662097,0.648764437742057,0.969543147208122
0.00639413439905513,0.657880683552029,0.994092192693507,0.613458331165051,0.657579685831935,0.98828125
0.00642476597909149,0.676409370709889,0.994104800324722,0.662693392053725,0.676259629859205,0.986332574031891
0.00582950573989005,0.697949886104784,0.995274572357876,0.705924872644584,0.697632058287796,0.996941896024465
0.00593501715599665,0.697512883710509,0.993742731779747,0.714931573762506,0.697408707340751,1
0.00644938530951636,0.694978688013307,0.994354483630839,0.705993772449201,0.694834216817379,1
0.00598249729324463,0.711009174311927,0.994627342835271,0.84668879125195,0.711009174311927,1
0.00651156167972204,0.688592539196252,0.99042300825584,0.792979452617791,0.688592539196252,1
0.0129886664603804,0.597236230073309,0.995244761105386,0.0731532285795446,0.593164591026657,0.912071535022355
0.0126670021816562,0.58953694429463,0.995101205080214,0.0897751794432286,0.585512924503757,0.910755148741419
0.0126668174388679,0.580097694346732,0.994907036661425,0.136977002168982,0.576121330529662,0.905750798722045
0.0120555768724279,0.567683586197857,0.994543881378393,0.197471919204998,0.56077428543683,0.911218724778047
0.0125332786736846,0.54291246470351,0.993644766549923,0.288953385821721,0.539534659974664,0.911203319502075
0.0121671318504151,0.555184516304903,0.993641465787168,0.340946387183001,0.551286606100594,0.905676855895197
0.0128262580354473,0.544300007045727,0.99311871570535,0.400962127175719,0.540558033761917,0.904805077062557
0.0116685787694666,0.560848648851806,0.993057864521208,0.445965148455613,0.558017350983472,0.901408450704225
0.0124464925198061,0.537924941561908,0.993432252096302,0.501117666459013,0.535490490673898,0.905458089668616
0.0117984603756129,0.555525434231164,0.993712888942251,0.571930163017266,0.553467734156458,0.904904904904905
0.0109197274078322,0.566041256349124,0.993415927007694,0.588912457011059,0.562264461788752,0.909853249475891
0.011293479463832,0.553439803439803,0.993758439667943,0.647832088162478,0.552724404618452,0.911209766925638
0.0113814197370915,0.560356072221332,0.992859145099108,0.706833915964083,0.559485457079535,0.916075650118203
0.0101289381578333,0.573119317315995,0.993103532844725,0.754353012843292,0.572770191380273,0.922094508301405
0.0109286397835095,0.555520127540853,0.991574816847242,0.872253367696681,0.555490607646731,0.939775910364146
0.0111981249370588,0.559746221091717,0.992142896721166,0.939508230272198,0.559746221091717,0.959055118110236
0.0105007260134268,0.553574281788259,0.991844544465808,0.52308502160871,0.551371825068432,0.982078853046595
0.0114813854680313,0.545838060124787,0.991657573450046,0.563817060028812,0.545838060124787,0.987421383647799
0.0121469554585904,0.538094679645049,0.990314270962341,0.585280911701126,0.538094679645049,0.995085995085995
0.0128498770151472,0.599438765912084,0.992879582024081,0.140789003094435,0.594582406817086,0.930979133226324
0.0122131135549721,0.613540659664761,0.993165837979519,0.164615609708517,0.608733113325639,0.931348221670802
0.0114880093585173,0.614942832478903,0.9924129798097,0.231665010546868,0.60851071248017,0.929794520547945
0.0117087756956885,0.59971864883646,0.992389398966542,0.268948819691977,0.594929047010559,0.928994082840237
0.0119048054003151,0.593391548261066,0.99122798760224,0.317005422307974,0.591131366222015,0.930531732418525
0.0120805166994084,0.583422294156135,0.992415438073057,0.37868827134005,0.581609708371239,0.926701570680628
0.0112974724506429,0.589426603452903,0.992517052822857,0.416517793340003,0.588573674431899,0.937158469945355
0.0111318111637848,0.58927781871776,0.992502876043977,0.447117951361402,0.588854728548022,0.932955618508026
0.0103068191797417,0.612529226488377,0.992525636888406,0.457788071800811,0.611831692723412,0.942942942942943
0.0101123385501691,0.611969111969112,0.992073743082145,0.541385255045127,0.610789980732177,0.935617860851506
0.010326068042941,0.603164530185726,0.992462514266112,0.593785668991757,0.602705559078419,0.948237885462555
0.00936782149354586,0.617316166514857,0.992529443886456,0.699748991042425,0.617088296092135,0.935286935286935
0.00891089705287571,0.634982500795418,0.992339223326316,0.737901623712023,0.634360183296692,0.949801849405548
0.00923623254370007,0.618560457424744,0.992623976750571,0.84651996192396,0.617867741754857,0.965616045845272
0.00901921544107092,0.632245871673328,0.992459920518438,0.903465576512125,0.632010901545418,0.967441860465116
0.00851312782459055,0.659350905504752,0.993060766969844,0.955828044889032,0.659209063855724,0.9875
0.0083875966122114,0.660332725792066,0.992894722824136,0.643724967237097,0.660025582386914,0.993975903614458
0.00818800817328927,0.675698983297022,0.993196151550413,0.682596988931397,0.67563765090315,1
0.0146852781393884,0.566037735849057,0.995223809993407,0.1506506426199,0.562232241708518,0.785763175906913
0.0141406834257794,0.564376165070386,0.994960316211745,0.207864542720285,0.558888588297077,0.788515406162465
0.0148335726731943,0.533428349313294,0.993334396478544,0.311391223155929,0.530216684374899,0.783901377810007
0.0136768516514089,0.560321065131841,0.993872611314167,0.342201787467066,0.556577293313358,0.783434650455927
0.014780372447414,0.538999329119734,0.993240428812267,0.404606357824678,0.534722830370435,0.775333857030636
0.0131660333611692,0.56123141930129,0.992895992432012,0.452529270489343,0.558240768537977,0.771152296535052
0.0139833915801515,0.543364140480591,0.99365988796492,0.507384004996143,0.539950773300026,0.776755852842809
0.0140769387188799,0.545061999656088,0.993673660459834,0.571643010507515,0.542058560869483,0.776623376623377
