"FRRR_TRAS","FRRR_RAA","FRRR_AL","FRRR_OvWt","FRRR_RD","FRRR_AAs"
0.291302297668038,0.702786039188244,0.992418859252265,0.0928497942386831,0.68880744170096,0.884684684684685
0.198921803528643,0.796586574602556,0.99285800884494,0.115524940100196,0.778996950555434,0.997709049255441
0.330226646896844,0.665887349737955,0.994485368956175,0.0845352486953842,0.658142535287208,0.771491550330639
0.402005909762473,0.59396791689385,0.994041444457796,0.0612569610182975,0.588078190703489,0.838562091503268
0.0191670465753884,0.607849338245758,0.995300723875153,0.0795087367067164,0.602958245757129,0.998344370860927
0.0190706839145189,0.593020013631576,0.995282718840275,0.081416092519685,0.588751845472441,0.998330550918197
0.0188206541008879,0.589471922336597,0.995079488631361,0.130793133817445,0.585220758071753,0.998236331569665
0.0187188448369471,0.569229787709141,0.994757041918781,0.202522080007557,0.561863379461264,0.998262380538662
0.0186199764551871,0.551430832124489,0.994251397043888,0.266965961962289,0.546110521590074,0.947231833910035
0.0186267352295306,0.56102853796738,0.993721267830882,0.338487532640418,0.555953782875087,0.927613941018767
0.02078619829214,0.534640274076894,0.99329885382447,0.392494458477241,0.530938020860182,0.93984962406015
0.0179366734459271,0.559668456249411,0.993395491634562,0.435010678556709,0.556596350556409,0.955089820359281
0.0190433882103859,0.542211652794293,0.992869510078418,0.479014261435011,0.539126579472401,0.938133874239351
0.0186798689873859,0.547917184423331,0.993149844357161,0.555210457117814,0.546121453478402,0.959703075291622
0.0162846619011916,0.574841838886546,0.993259639702354,0.588241447850194,0.57033162464693,0.973094170403587
0.0173784458010739,0.562675721268221,0.993407433156238,0.642983668884472,0.562019355396181,0.970622796709753
0.0177036172035391,0.561396724294813,0.993051446380488,0.692111959287532,0.56068247909851,0.972670807453416
0.015452509059399,0.578056055414499,0.99311605009222,0.752887859904929,0.57757198098569,0.973368841544607
0.0167509869566304,0.552984102163148,0.992638745680841,0.866456553448635,0.552667222337987,0.970042796005706
0.0169038279931691,0.557495992575719,0.993297558495952,0.937090469360781,0.557495992575719,0.970724191063174
0.016167944791687,0.554340977822581,0.993495515104026,0.497672106489051,0.554236220472441,0.982363315696649
0.017746874144421,0.542686261107314,0.993084325843138,0.534799694601165,0.542463787920197,0.979959919839679
0.0182658641585818,0.541613710764491,0.992959372251095,0.567042980719855,0.541613710764491,1
0.0188172010514545,0.523673092798524,0.992487508996397,0.549373235189758,0.521798035515556,1
0.0207411384780323,0.507825468342423,0.991048408357004,0.555568649139519,0.507825468342423,1
0.0217115156057717,0.471255115046622,0.991026125099441,0.572336119154376,0.471255115046622,1
0.0205001039118054,0.5428125,0.988448087630145,0.631684301702989,0.5428125,1
0.0224461754543961,0.507214206437292,0.989662518107288,0.645042042712262,0.507073509015257,1
0.0253894960602772,0.597236230073309,0.995244761105386,0.0731532285795446,0.593164591026657,0.912071535022355
0.0247607252805894,0.58953694429463,0.995101205080214,0.0897751794432286,0.585512924503757,0.910755148741419
0.024760364156042,0.580097694346732,0.994907036661425,0.136977002168982,0.576121330529662,0.905750798722045
0.023565546350777,0.567683586197857,0.994543881378393,0.197471919204998,0.56077428543683,0.911218724778047
0.0244993302798655,0.54291246470351,0.993644766549923,0.288953385821721,0.539534659974664,0.911203319502075
0.0237836075876831,0.555184516304903,0.993641465787168,0.340946387183001,0.551286606100594,0.905676855895197
0.0250720294383131,0.544300007045727,0.99311871570535,0.400962127175719,0.540558033761917,0.904805077062557
0.0228090647796748,0.560848648851806,0.993057864521208,0.445965148455613,0.558017350983472,0.901408450704225
0.0243296857117564,0.537924941561908,0.993432252096302,0.501117666459013,0.535490490673898,0.905458089668616
0.0230629498522967,0.555525434231164,0.993712888942251,0.571930163017266,0.553467734156458,0.904904904904905
0.0213452533288268,0.566041256349124,0.993415927007694,0.588912457011059,0.562264461788752,0.909853249475891
0.02207584229131,0.553439803439803,0.993758439667943,0.647832088162478,0.552724404618452,0.911209766925638
0.0222477428654199,0.560356072221332,0.992859145099108,0.706833915964083,0.559485457079535,0.916075650118203
0.0197994641126206,0.573119317315995,0.993103532844725,0.754353012843292,0.572770191380273,0.922094508301405
0.0213626747267692,0.555520127540853,0.991574816847242,0.872253367696681,0.555490607646731,0.939775910364146
0.0218894487620571,0.559746221091717,0.992142896721166,0.939508230272198,0.559746221091717,0.959055118110236
0.020526213569437,0.553574281788259,0.991844544465808,0.52308502160871,0.551371825068432,0.982078853046595
0.022443150110621,0.545838060124787,0.991657573450046,0.563817060028812,0.545838060124787,0.987421383647799
0.0237441679406411,0.538094679645049,0.990314270962341,0.585280911701126,0.538094679645049,0.995085995085995
0.0302394478178191,0.566037735849057,0.995223809993407,0.1506506426199,0.562232241708518,0.785763175906913
0.0291180360700995,0.564376165070386,0.994960316211745,0.207864542720285,0.558888588297077,0.788515406162465
0.030544811105741,0.533428349313294,0.993334396478544,0.311391223155929,0.530216684374899,0.783901377810007
0.0281629287439603,0.560321065131841,0.993872611314167,0.342201787467066,0.556577293313358,0.783434650455927
0.0304352629285728,0.538999329119734,0.993240428812267,0.404606357824678,0.534722830370435,0.775333857030636
0.0271110683103019,0.56123141930129,0.992895992432012,0.452529270489343,0.558240768537977,0.771152296535052
0.0287941458098752,0.543364140480591,0.99365988796492,0.507384004996143,0.539950773300026,0.776755852842809
0.0289867750398587,0.545061999656088,0.993673660459834,0.571643010507515,0.542058560869483,0.776623376623377
0.0258413840656006,0.563071563361881,0.99343390561861,0.611107673905422,0.559982676483326,0.786885245901639
0.0269267451036769,0.558118800846985,0.993936913280362,0.653700990186937,0.555925580569246,0.775977121067683
0.0236370731052329,0.575385721253819,0.993222106334147,0.763706801447007,0.575031428791339,0.883148831488315
0.0265448497305458,0.553351591374405,0.993460282659934,0.877024116567843,0.553351591374405,0.909959072305593
0.0265531757194103,0.559135052665552,0.993422322324029,0.945984801807353,0.559135052665552,0.9648
0.0263609099455336,0.542237442922374,0.99332072133394,0.523427072870092,0.541945298386841,0.990791896869245
0.02641130902523,0.555190611506809,0.992765196289983,0.568328699007864,0.555190611506809,0.995680345572354
0.0296268898333672,0.528268971532789,0.992673365109092,0.583857695023958,0.528268971532789,0.99492385786802
0.0247530269635739,0.565247809702501,0.995634268535862,0.159752116940253,0.560559471435104,0.825838686652391
0.0254555605197407,0.548445252795992,0.99513107167158,0.250493470399672,0.54283323069149,0.828380386329866
0.0252948164013496,0.536839435190665,0.994384748161791,0.313626749924464,0.532883472655857,0.815217391304348
0.0233423532260922,0.564301045001935,0.994420735557374,0.358277000471624,0.560289262694545,0.808764940239044
0.0236001697726518,0.56508753475092,0.994070998441837,0.42325998096198,0.561490938275753,0.805486284289277
0.0230629914601141,0.556362261297032,0.993631363940175,0.47338256572148,0.552943608245485,0.804291845493562
0.0239295130225896,0.551335559265442,0.993976670305789,0.532862164102952,0.549189311765373,0.807794508414526
0.0217626537572469,0.566639882975874,0.99455568309294,0.562064241755096,0.562330041505653,0.826291079812207
0.0213858625196516,0.561634691988028,0.994198859194482,0.627423554474834,0.561296292311334,0.826979472140763
0.0227352778272248,0.557732538522101,0.994411021223932,0.672790567097136,0.55685569904548,0.831437435367115
0.0211792251844024,0.56246099798923,0.993963665907994,0.713226804599825,0.561954463584723,0.845555555555556
0.021932218038416,0.540580509324243,0.993488014201554,0.82534950142807,0.540336723956506,0.870049504950495
0.0232300090055515,0.541816343364998,0.993280132244867,0.875468986988106,0.541816343364998,0.87248322147651
0.0226762423883988,0.541339505449432,0.992629706948164,0.951485322552294,0.541307786957286,0.881818181818182
0.0225935975076973,0.530232706002035,0.992992648487994,0.552995519659158,0.530081042428095,0.926654740608229
0.0260911283602857,0.516988984966453,0.992033066868693,0.587177724952632,0.516988984966453,0.950108459869848
0.0263806602216217,0.509329590488771,0.990739511730555,0.590826504815758,0.509329590488771,0.994505494505495
0.0276645811643277,0.489149768765564,0.990513607540463,0.583321620180629,0.489149768765564,0.996515679442509
0.0326693956809859,0.445236668663871,0.989187129171142,0.590497060849458,0.445236668663871,1
0.0257514240672492,0.562009144058751,0.995136434196458,0.155710328452711,0.558432924416304,0.723618090452261
0.0249688052626861,0.554792528438469,0.994839105393748,0.223984,0.54936,0.7265625
0.0259279055626848,0.5344043548976,0.993830559976277,0.292923634566274,0.530521459757805,0.714381720430108
0.0237552812724357,0.56050330487469,0.993705930337464,0.337948481274465,0.556603934840948,0.694708276797829
0.0250101271176263,0.553916313886517,0.9929349505241,0.417120299938714,0.549533148274992,0.696085409252669
0.0230802442559495,0.557665313555142,0.992788558271783,0.458751719070854,0.553851660669543,0.691629955947137
0.024415332590456,0.546830159144273,0.992736055219075,0.527203562813138,0.544516607904992,0.696536144578313
0.0225486114284845,0.558577742065086,0.993691152690039,0.551507537688442,0.554478742920954,0.698899371069182
0.0217782472369571,0.562229645809242,0.993590833396907,0.619847622308779,0.561892736378034,0.712374581939799
0.0232420450685905,0.55680844346218,0.992979910275551,0.669196126998424,0.555955865795992,0.704385964912281
0.0219296346494511,0.557194895644803,0.992996758578289,0.715318778891482,0.556570094741178,0.696997270245678
0.0200998189073844,0.57112364287973,0.992884864516403,0.791135573580533,0.570762667228484,0.737670514165792
0.0221330997728931,0.55434870714112,0.991557017519549,0.889183055975794,0.554273827534039,0.781472684085511
0.0218222055236278,0.559394928073558,0.991761624750779,0.964122635355512,0.559212477020696,0.870967741935484
0.0210792108002383,0.551382747013399,0.991450776691425,0.535501967353856,0.551091760670229,0.935483870967742
0.0231873825294078,0.548083013525094,0.991110682971979,0.576465557797442,0.548083013525094,0.973913043478261
0.0258179240712055,0.523176369512744,0.990285345908294,0.596932687641373,0.523176369512744,0.981723237597911
0.0251094072359874,0.514755458741767,0.987931780528455,0.581321046708733,0.514755458741767,0.990033222591362
0.0301871112217172,0.468966385496664,0.987659961009225,0.578113765081699,0.468966385496664,1
0.0270415244771222,0.556394856111132,0.994196414772724,0.40747379780871,0.552395236962924,0.807119205298013
0.0262892041311564,0.55181395697474,0.993383659981019,0.462828977959639,0.547698316748814,0.807062876830319
0.0261831534542034,0.562016334964231,0.994201222649049,0.545241234874341,0.559106422587651,0.805333333333333
0.0241421772655731,0.573533407176744,0.99475214446706,0.568602292951451,0.567919374198088,0.8
0.0243409367373273,0.556451439042794,0.994380772590515,0.63915170585573,0.556283540593547,0.807915057915058
0.0252742870378617,0.560999886890623,0.994479373877173,0.676612757499097,0.56015088543549,0.81010101010101
0.0239344820819887,0.560494227076055,0.994271864200249,0.719082170256031,0.559755984841483,0.811563169164882
0.0239886970114078,0.549447182289406,0.993470327632509,0.848566834273463,0.549222797927461,0.793416572077185
0.0252687035007259,0.551552287581699,0.993168968147474,0.899019607843137,0.551552287581699,0.817150063051702
0.0239310271303852,0.559603766062502,0.992582348056871,0.980411391434965,0.559363600134882,0.821022727272727
0.0240157193432351,0.544174516608825,0.992961120335887,0.551568079984002,0.544030664507815,0.861486486486487
0.0275141540511783,0.532274590163934,0.991796033718426,0.597456372881047,0.532274590163934,0.934042553191489
0.0284010130301397,0.523200346921075,0.990626721709772,0.59955885699291,0.522362211542625,0.964673913043478
0.0284688189957642,0.509239674941556,0.989685929067458,0.602658110224718,0.509097991208057,0.96797153024911
0.0328608076043272,0.471325362828464,0.989832902662616,0.626492531494079,0.471325362828464,0.986666666666667
0.0383886082304754,0.463556851311953,0.983224355789825,0.661923299299947,0.462862846211428,1
0.0341530723477905,0.498811123746511,0.990186178473236,0.683724529144875,0.498811123746511,0.992
